'comment','output','flag','username','timestamp'
'','toxic: False
severe_toxic: False
obscene: False
threat: False
insult: False
','','','2022-08-05 22:09:27.277332'
'','toxic: False
severe_toxic: False
obscene: False
threat: False
insult: False
','','','2022-08-05 22:09:29.066786'
